"","location","time","ny_gdp_totl_rt_zs","RevenueIndex","EmploymentIndex","RegulationIndex","SubsidisationIndex","auton","stconst","parlsys"
"1071","BHR",1966,NA,NA,NA,NA,NA,NA,NA,NA
"1072","BHR",1967,NA,NA,NA,NA,NA,NA,NA,NA
"1073","BHR",1968,NA,NA,NA,NA,NA,NA,NA,NA
"1074","BHR",1969,NA,NA,NA,NA,NA,NA,NA,NA
"1075","BHR",1970,NA,NA,NA,NA,NA,NA,NA,NA
"1076","BHR",1971,NA,NA,NA,NA,NA,NA,NA,NA
"1077","BHR",1972,NA,NA,NA,NA,NA,NA,NA,NA
"1078","BHR",1973,NA,NA,NA,NA,NA,NA,NA,NA
"1079","BHR",1974,NA,NA,NA,NA,NA,NA,NA,NA
"1080","BHR",1975,NA,NA,NA,NA,NA,0,NA,0
"1081","BHR",1976,NA,NA,NA,NA,NA,0,NA,0
"1082","BHR",1977,NA,NA,NA,NA,NA,0,NA,0
"1083","BHR",1978,NA,NA,NA,NA,NA,0,NA,0
"1084","BHR",1979,NA,NA,NA,NA,NA,0,NA,0
"1085","BHR",1980,85.8202016784833,NA,NA,NA,NA,0,NA,0
"1086","BHR",1981,78.3421342949443,NA,NA,NA,NA,0,NA,0
"1087","BHR",1982,53.52330390036,NA,NA,NA,NA,0,NA,0
"1088","BHR",1983,43.0541468543545,NA,NA,NA,NA,0,NA,0
"1089","BHR",1984,45.0340520047785,NA,NA,NA,NA,0,NA,0
"1090","BHR",1985,43.2766658769477,NA,NA,NA,NA,0,NA,0
"1091","BHR",1986,36.3164926066745,NA,NA,NA,NA,0,NA,0
"1092","BHR",1987,37.4628277397561,NA,NA,NA,NA,0,NA,0
"1093","BHR",1988,27.7679985090904,NA,NA,NA,NA,0,NA,0
"1094","BHR",1989,31.7164471634688,NA,NA,NA,NA,0,NA,0
"1095","BHR",1990,39.3459504520165,NA,NA,NA,NA,0,NA,0
"1096","BHR",1991,30.3668780670992,NA,NA,NA,NA,0,NA,0
"1097","BHR",1992,28.976288950954,NA,NA,NA,NA,0,NA,0
"1098","BHR",1993,25.530411523429,NA,NA,NA,NA,0,NA,0
"1099","BHR",1994,21.6333923337893,NA,NA,NA,NA,0,NA,0
"1100","BHR",1995,22.3678626956047,NA,NA,NA,NA,0,NA,0
"1101","BHR",1996,27.5424837634376,NA,NA,NA,NA,0,NA,0
"1102","BHR",1997,25.4437507213193,NA,NA,NA,NA,0,NA,0
"1103","BHR",1998,17.6883746803469,NA,NA,NA,NA,0,NA,0
"1104","BHR",1999,19.9002391040287,NA,NA,NA,NA,0,NA,0
"1105","BHR",2000,29.0541340979923,NA,NA,NA,NA,0,NA,0
"1106","BHR",2001,25.7133794063495,NA,NA,NA,NA,0,NA,0
"1107","BHR",2002,21.9985694332539,NA,NA,NA,NA,0,NA,0
"1108","BHR",2003,26.2907557325303,NA,NA,NA,NA,0,0,0
"1109","BHR",2004,27.1266426525084,NA,NA,NA,NA,0,0,0
"1110","BHR",2005,35.2083996754255,NA,NA,NA,NA,0,0,0
"1111","BHR",2006,34.0574872970267,NA,NA,NA,NA,0,0,0
"1112","BHR",2007,31.3541617522585,NA,NA,NA,NA,0,0,0
"1113","BHR",2008,38.3810806357522,NA,NA,NA,NA,0,0,0
"1114","BHR",2009,22.8386514863658,NA,NA,NA,NA,0,0,0
"1115","BHR",2010,24.285472515201,NA,NA,NA,NA,0,0,0
"1116","BHR",2011,28.1936778163311,NA,NA,NA,NA,0,0,0
"1117","BHR",2012,23.6463666500768,NA,NA,NA,NA,0,0,0
"1118","BHR",2013,23.5550257661356,NA,NA,NA,NA,NA,NA,NA
"1119","BHR",2014,NA,NA,NA,NA,NA,NA,NA,NA
"1120","BHR",2015,NA,NA,NA,NA,NA,NA,NA,NA
"1121","BIH",1960,NA,NA,NA,NA,NA,NA,NA,NA
"1122","BIH",1961,NA,NA,NA,NA,NA,NA,NA,NA
"1123","BIH",1962,NA,NA,NA,NA,NA,NA,NA,NA
"1124","BIH",1963,NA,NA,NA,NA,NA,NA,NA,NA
"1125","BIH",1964,NA,NA,NA,NA,NA,NA,NA,NA
"1126","BIH",1965,NA,NA,NA,NA,NA,NA,NA,NA
"1127","BIH",1966,NA,NA,NA,NA,NA,NA,NA,NA
"1128","BIH",1967,NA,NA,NA,NA,NA,NA,NA,NA
"1129","BIH",1968,NA,NA,NA,NA,NA,NA,NA,NA
"1130","BIH",1969,NA,NA,NA,NA,NA,NA,NA,NA
"1131","BIH",1970,NA,NA,NA,NA,NA,NA,NA,NA
"1132","BIH",1971,NA,NA,NA,NA,NA,NA,NA,NA
"1133","BIH",1972,NA,NA,NA,NA,NA,NA,NA,NA
"1134","BIH",1973,NA,NA,NA,NA,NA,NA,NA,NA
"1135","BIH",1974,NA,NA,NA,NA,NA,NA,NA,NA
"1136","BIH",1975,NA,NA,NA,NA,NA,NA,NA,0
"1137","BIH",1976,NA,NA,NA,NA,NA,NA,NA,0
"1138","BIH",1977,NA,NA,NA,NA,NA,NA,NA,0
"1139","BIH",1978,NA,NA,NA,NA,NA,NA,NA,0
"1140","BIH",1979,NA,NA,NA,NA,NA,NA,NA,0
"1141","BIH",1980,NA,NA,NA,NA,NA,NA,NA,0
"1142","BIH",1981,NA,NA,NA,NA,NA,NA,NA,0
"1143","BIH",1982,NA,NA,NA,NA,NA,NA,NA,0
"1144","BIH",1983,NA,NA,NA,NA,NA,NA,NA,0
"1145","BIH",1984,NA,NA,NA,NA,NA,NA,NA,0
"1146","BIH",1985,NA,NA,NA,NA,NA,NA,NA,0
"1147","BIH",1986,NA,NA,NA,NA,NA,NA,NA,0
"1148","BIH",1987,NA,NA,NA,NA,NA,NA,NA,0
"1149","BIH",1988,NA,NA,NA,NA,NA,NA,NA,0
"1150","BIH",1989,NA,NA,NA,NA,NA,NA,NA,0
"1151","BIH",1990,NA,NA,NA,NA,NA,NA,NA,0
"1152","BIH",1991,NA,NA,NA,NA,NA,NA,NA,0
"1153","BIH",1992,NA,NA,NA,NA,NA,NA,NA,0
"1154","BIH",1993,NA,NA,NA,NA,NA,NA,NA,0
"1155","BIH",1994,0.148728885501448,NA,NA,NA,NA,NA,NA,0
"1156","BIH",1995,2.57131445452942,NA,NA,NA,NA,0,1,0
"1157","BIH",1996,0.0627911564671673,NA,NA,NA,NA,0,NA,0
"1158","BIH",1997,2.99971203225836,NA,NA,NA,NA,0,NA,0
"1159","BIH",1998,2.19073099307305,NA,NA,NA,NA,0,NA,0
"1160","BIH",1999,2.18350539641458,NA,NA,NA,NA,0,NA,0
"1161","BIH",2000,1.8334688467342,NA,NA,NA,NA,0,NA,0
"1162","BIH",2001,1.60232157544959,NA,NA,NA,NA,0,NA,0
"1163","BIH",2002,1.20281180460557,NA,NA,NA,NA,0,NA,0
"1164","BIH",2003,1.17223459899928,NA,NA,NA,NA,0,0,1
"1165","BIH",2004,1.63500077003516,NA,NA,NA,NA,0,0,1
"1166","BIH",2005,1.68655406630918,NA,NA,NA,NA,0,0,1
"1167","BIH",2006,1.42045705771652,NA,NA,NA,NA,0,0,1
"1168","BIH",2007,2.31464343459399,NA,NA,NA,NA,0,1,1
"1169","BIH",2008,6.5183919812951,NA,NA,NA,NA,0,1,1
"1170","BIH",2009,1.80412064784258,NA,NA,NA,NA,0,1,1
"1171","BIH",2010,3.91551300653767,NA,NA,NA,NA,0,1,1
"1172","BIH",2011,6.939138768364,NA,NA,NA,NA,0,1,1
"1173","BIH",2012,4.0431090902583,NA,NA,NA,NA,0,1,1
"1174","BIH",2013,1.92723060620267,NA,NA,NA,NA,NA,NA,NA
"1175","BIH",2014,NA,NA,NA,NA,NA,NA,NA,NA
"1176","BIH",2015,NA,NA,NA,NA,NA,NA,NA,NA
"1177","BLR",1960,NA,NA,NA,NA,NA,NA,NA,NA
"1178","BLR",1961,NA,NA,NA,NA,NA,NA,NA,NA
"1179","BLR",1962,NA,NA,NA,NA,NA,NA,NA,NA
"1180","BLR",1963,NA,NA,NA,NA,NA,NA,NA,NA
"1181","BLR",1964,NA,NA,NA,NA,NA,NA,NA,NA
"1182","BLR",1965,NA,NA,NA,NA,NA,NA,NA,NA
"1183","BLR",1966,NA,NA,NA,NA,NA,NA,NA,NA
"1184","BLR",1967,NA,NA,NA,NA,NA,NA,NA,NA
"1185","BLR",1968,NA,NA,NA,NA,NA,NA,NA,NA
"1186","BLR",1969,NA,NA,NA,NA,NA,NA,NA,NA
"1187","BLR",1970,NA,NA,NA,NA,NA,NA,NA,NA
"1188","BLR",1971,NA,NA,NA,NA,NA,NA,NA,NA
"1189","BLR",1972,NA,NA,NA,NA,NA,NA,NA,NA
"1190","BLR",1973,NA,NA,NA,NA,NA,NA,NA,NA
"1191","BLR",1974,NA,NA,NA,NA,NA,NA,NA,NA
"1192","BLR",1975,NA,NA,NA,NA,NA,NA,NA,0
"1193","BLR",1976,NA,NA,NA,NA,NA,NA,NA,0
"1194","BLR",1977,NA,NA,NA,NA,NA,NA,NA,0
"1195","BLR",1978,NA,NA,NA,NA,NA,NA,NA,0
"1196","BLR",1979,NA,NA,NA,NA,NA,NA,NA,0
"1197","BLR",1980,NA,NA,NA,NA,NA,NA,NA,0
"1198","BLR",1981,NA,NA,NA,NA,NA,NA,NA,0
"1199","BLR",1982,NA,NA,NA,NA,NA,NA,NA,0
"1200","BLR",1983,NA,NA,NA,NA,NA,NA,NA,0
"1201","BLR",1984,NA,NA,NA,NA,NA,NA,NA,0
"1202","BLR",1985,NA,NA,NA,NA,NA,NA,NA,0
"1203","BLR",1986,NA,NA,NA,NA,NA,NA,NA,0
"1204","BLR",1987,NA,NA,NA,NA,NA,NA,NA,0
"1205","BLR",1988,NA,NA,NA,NA,NA,NA,NA,0
"1206","BLR",1989,NA,NA,NA,NA,NA,NA,NA,0
"1207","BLR",1990,NA,NA,NA,NA,NA,NA,NA,0
"1208","BLR",1991,NA,NA,NA,NA,NA,NA,NA,0
"1209","BLR",1992,4.13263964843554,NA,NA,NA,NA,0,0,0
"1210","BLR",1993,4.08740233235232,NA,NA,NA,NA,0,0,0
"1211","BLR",1994,3.66585523445117,NA,NA,NA,NA,0,0,0
"1212","BLR",1995,3.94874149678833,NA,NA,NA,NA,0,0,0
"1213","BLR",1996,5.51385573193609,NA,NA,NA,NA,0,0,0
"1214","BLR",1997,5.28734484232051,NA,NA,NA,NA,0,1,0
"1215","BLR",1998,1.69223821773435,NA,NA,NA,NA,0,1,0
"1216","BLR",1999,2.89646720484111,NA,NA,NA,NA,0,1,0
"1217","BLR",2000,3.88537526942337,NA,NA,NA,NA,0,1,0
"1218","BLR",2001,3.58693359636007,NA,NA,NA,NA,0,1,0
"1219","BLR",2002,2.84916070279686,NA,NA,NA,NA,0,1,0
"1220","BLR",2003,2.83528620634722,NA,NA,NA,NA,0,1,0
"1221","BLR",2004,2.85385044863312,NA,NA,NA,NA,0,1,0
"1222","BLR",2005,2.87421212856527,NA,NA,NA,NA,0,1,0
"1223","BLR",2006,2.75655372917099,NA,NA,NA,NA,0,1,0
"1224","BLR",2007,2.44233207721407,NA,NA,NA,NA,0,1,0
"1225","BLR",2008,2.4411474088743,NA,NA,NA,NA,0,1,0
"1226","BLR",2009,1.93136290381369,NA,NA,NA,NA,0,1,0
"1227","BLR",2010,2.13778359127222,NA,NA,NA,NA,0,1,0
"1228","BLR",2011,2.46370064515526,NA,NA,NA,NA,0,1,0
"1229","BLR",2012,2.55325700546292,NA,NA,NA,NA,0,1,0
"1230","BLR",2013,2.24228094474913,NA,NA,NA,NA,NA,NA,NA
"1231","BLR",2014,NA,NA,NA,NA,NA,NA,NA,NA
"1232","BLR",2015,NA,NA,NA,NA,NA,NA,NA,NA
"1233","BLZ",1960,NA,NA,NA,NA,NA,NA,NA,NA
"1234","BLZ",1961,NA,NA,NA,NA,NA,NA,NA,NA
"1235","BLZ",1962,NA,NA,NA,NA,NA,NA,NA,NA
"1236","BLZ",1963,NA,NA,NA,NA,NA,NA,NA,NA
"1237","BLZ",1964,NA,NA,NA,NA,NA,NA,NA,NA
"1238","BLZ",1965,NA,NA,NA,NA,NA,NA,NA,NA
"1239","BLZ",1966,NA,NA,NA,NA,NA,NA,NA,NA
"1240","BLZ",1967,NA,NA,NA,NA,NA,NA,NA,NA
"1241","BLZ",1968,NA,NA,NA,NA,NA,NA,NA,NA
"1242","BLZ",1969,NA,NA,NA,NA,NA,NA,NA,NA
"1243","BLZ",1970,2.37525149870947,NA,NA,NA,NA,NA,NA,NA
"1244","BLZ",1971,2.33888042793653,NA,NA,NA,NA,NA,NA,NA
"1245","BLZ",1972,1.98252958839159,NA,NA,NA,NA,NA,NA,NA
"1246","BLZ",1973,3.23262179339052,NA,NA,NA,NA,NA,NA,NA
"1247","BLZ",1974,2.41237827290521,NA,NA,NA,NA,NA,NA,NA
"1248","BLZ",1975,2.93722895102351,NA,NA,NA,NA,NA,NA,0
"1249","BLZ",1976,2.88223013126745,NA,NA,NA,NA,NA,NA,0
"1250","BLZ",1977,2.66275359450995,NA,NA,NA,NA,NA,NA,0
"1251","BLZ",1978,2.83119511779253,NA,NA,NA,NA,NA,NA,0
"1252","BLZ",1979,3.98643560264685,NA,NA,NA,NA,NA,NA,0
"1253","BLZ",1980,3.42049102188154,NA,NA,NA,NA,NA,NA,0
"1254","BLZ",1981,2.70214580876752,NA,NA,NA,NA,NA,NA,0
"1255","BLZ",1982,4.08846814239679,NA,NA,NA,NA,0,0,1
"1256","BLZ",1983,2.43248595711668,NA,NA,NA,NA,0,0,1
"1257","BLZ",1984,1.75022946958451,NA,NA,NA,NA,0,0,1
"1258","BLZ",1985,1.57335129140653,NA,NA,NA,NA,0,0,1
"1259","BLZ",1986,1.32849753819739,NA,NA,NA,NA,0,0,1
"1260","BLZ",1987,2.11322730796944,NA,NA,NA,NA,0,0,1
"1261","BLZ",1988,1.73229380156985,NA,NA,NA,NA,0,0,1
"1262","BLZ",1989,1.74209117642812,NA,NA,NA,NA,0,0,1
"1263","BLZ",1990,1.91815644410469,NA,NA,NA,NA,0,0,1
"1264","BLZ",1991,1.82266971990046,NA,NA,NA,NA,0,0,1
"1265","BLZ",1992,1.59096023423142,NA,NA,NA,NA,0,0,1
"1266","BLZ",1993,1.42601929330676,NA,NA,NA,NA,0,0,1
"1267","BLZ",1994,1.35095653400246,NA,NA,NA,NA,0,0,1
"1268","BLZ",1995,1.71537458499196,NA,NA,NA,NA,0,0,1
"1269","BLZ",1996,1.41252396984375,NA,NA,NA,NA,0,0,1
"1270","BLZ",1997,1.40431169134003,NA,NA,NA,NA,0,0,1
"1271","BLZ",1998,1.15277997387227,NA,NA,NA,NA,0,0,1
"1272","BLZ",1999,0.987851062973182,NA,NA,NA,NA,0,0,1
"1273","BLZ",2000,0.69170484086025,NA,NA,NA,NA,0,0,1
"1274","BLZ",2001,0.687375220110017,NA,NA,NA,NA,0,0,1
"1275","BLZ",2002,0.722496112621688,NA,NA,NA,NA,0,0,1
"1276","BLZ",2003,0.709170988303104,NA,NA,NA,NA,0,0,1
"1277","BLZ",2004,0.630517608843411,NA,NA,NA,NA,0,0,1
"1278","BLZ",2005,0.622019356434753,NA,NA,NA,NA,0,0,1
"1279","BLZ",2006,4.37807079754897,NA,NA,NA,NA,0,0,1
"1280","BLZ",2007,5.94318985115543,NA,NA,NA,NA,0,0,1
"1281","BLZ",2008,8.73507126842739,NA,NA,NA,NA,0,0,1
"1282","BLZ",2009,5.99768766694462,NA,NA,NA,NA,0,0,1
"1283","BLZ",2010,8.28981521718205,NA,NA,NA,NA,0,0,1
"1284","BLZ",2011,9.32508418963571,NA,NA,NA,NA,0,0,1
"1285","BLZ",2012,7.22887526315466,NA,NA,NA,NA,0,0,1
"1286","BLZ",2013,6.32085698500776,NA,NA,NA,NA,NA,NA,NA
"1287","BLZ",2014,NA,NA,NA,NA,NA,NA,NA,NA
"1288","BLZ",2015,NA,NA,NA,NA,NA,NA,NA,NA
"1289","BMU",1960,NA,NA,NA,NA,NA,NA,NA,NA
"1290","BMU",1961,NA,NA,NA,NA,NA,NA,NA,NA
"1291","BMU",1962,NA,NA,NA,NA,NA,NA,NA,NA
"1292","BMU",1963,NA,NA,NA,NA,NA,NA,NA,NA
"1293","BMU",1964,NA,NA,NA,NA,NA,NA,NA,NA
"1294","BMU",1965,NA,NA,NA,NA,NA,NA,NA,NA
"1295","BMU",1966,NA,NA,NA,NA,NA,NA,NA,NA
"1296","BMU",1967,NA,NA,NA,NA,NA,NA,NA,NA
"1297","BMU",1968,NA,NA,NA,NA,NA,NA,NA,NA
"1298","BMU",1969,NA,NA,NA,NA,NA,NA,NA,NA
"1299","BMU",1970,NA,NA,NA,NA,NA,NA,NA,NA
"1300","BMU",1971,NA,NA,NA,NA,NA,NA,NA,NA
"1301","BMU",1972,NA,NA,NA,NA,NA,NA,NA,NA
"1302","BMU",1973,NA,NA,NA,NA,NA,NA,NA,NA
"1303","BMU",1974,NA,NA,NA,NA,NA,NA,NA,NA
"1304","BMU",1975,NA,NA,NA,NA,NA,NA,NA,NA
"1305","BMU",1976,NA,NA,NA,NA,NA,NA,NA,NA
"1306","BMU",1977,NA,NA,NA,NA,NA,NA,NA,NA
"1307","BMU",1978,NA,NA,NA,NA,NA,NA,NA,NA
"1308","BMU",1979,NA,NA,NA,NA,NA,NA,NA,NA
"1309","BMU",1980,NA,NA,NA,NA,NA,NA,NA,NA
"1310","BMU",1981,NA,NA,NA,NA,NA,NA,NA,NA
"1311","BMU",1982,NA,NA,NA,NA,NA,NA,NA,NA
"1312","BMU",1983,NA,NA,NA,NA,NA,NA,NA,NA
"1313","BMU",1984,NA,NA,NA,NA,NA,NA,NA,NA
"1314","BMU",1985,NA,NA,NA,NA,NA,NA,NA,NA
"1315","BMU",1986,NA,NA,NA,NA,NA,NA,NA,NA
"1316","BMU",1987,NA,NA,NA,NA,NA,NA,NA,NA
"1317","BMU",1988,NA,NA,NA,NA,NA,NA,NA,NA
"1318","BMU",1989,NA,NA,NA,NA,NA,NA,NA,NA
"1319","BMU",1990,NA,NA,NA,NA,NA,NA,NA,NA
"1320","BMU",1991,NA,NA,NA,NA,NA,NA,NA,NA
"1321","BMU",1992,NA,NA,NA,NA,NA,NA,NA,NA
"1322","BMU",1993,NA,NA,NA,NA,NA,NA,NA,NA
"1323","BMU",1994,NA,NA,NA,NA,NA,NA,NA,NA
"1324","BMU",1995,NA,NA,NA,NA,NA,NA,NA,NA
"1325","BMU",1996,NA,NA,NA,NA,NA,NA,NA,NA
"1326","BMU",1997,NA,NA,NA,NA,NA,NA,NA,NA
"1327","BMU",1998,NA,NA,NA,NA,NA,NA,NA,NA
"1328","BMU",1999,NA,NA,NA,NA,NA,NA,NA,NA
"1329","BMU",2000,NA,NA,NA,NA,NA,NA,NA,NA
"1330","BMU",2001,NA,NA,NA,NA,NA,NA,NA,NA
"1331","BMU",2002,NA,NA,NA,NA,NA,NA,NA,NA
"1332","BMU",2003,NA,NA,NA,NA,NA,NA,NA,NA
"1333","BMU",2004,NA,NA,NA,NA,NA,NA,NA,NA
"1334","BMU",2005,NA,NA,NA,NA,NA,NA,NA,NA
"1335","BMU",2006,NA,NA,NA,NA,NA,NA,NA,NA
"1336","BMU",2007,NA,NA,NA,NA,NA,NA,NA,NA
"1337","BMU",2008,NA,NA,NA,NA,NA,NA,NA,NA
"1338","BMU",2009,NA,NA,NA,NA,NA,NA,NA,NA
"1339","BMU",2010,NA,NA,NA,NA,NA,NA,NA,NA
"1340","BMU",2011,NA,NA,NA,NA,NA,NA,NA,NA
"1341","BMU",2012,NA,NA,NA,NA,NA,NA,NA,NA
"1342","BMU",2013,NA,NA,NA,NA,NA,NA,NA,NA
"1343","BMU",2014,NA,NA,NA,NA,NA,NA,NA,NA
"1344","BMU",2015,NA,NA,NA,NA,NA,NA,NA,NA
"1345","BOL",1960,NA,NA,NA,NA,NA,NA,NA,NA
"1346","BOL",1961,NA,NA,NA,NA,NA,NA,NA,NA
"1347","BOL",1962,NA,NA,NA,NA,NA,NA,NA,NA
"1348","BOL",1963,NA,NA,NA,NA,NA,NA,NA,NA
"1349","BOL",1964,NA,NA,NA,NA,NA,NA,NA,NA
"1350","BOL",1965,NA,NA,NA,NA,NA,NA,NA,NA
"1351","BOL",1966,NA,NA,NA,NA,NA,NA,NA,NA
"1352","BOL",1967,NA,NA,NA,NA,NA,NA,NA,NA
"1353","BOL",1968,NA,NA,NA,NA,NA,NA,NA,NA
"1354","BOL",1969,NA,NA,NA,NA,NA,NA,NA,NA
"1355","BOL",1970,2.3370803673866,NA,NA,NA,NA,NA,NA,NA
"1356","BOL",1971,3.65517408989708,NA,NA,NA,NA,NA,NA,NA
"1357","BOL",1972,4.81294905722682,NA,NA,NA,NA,NA,NA,NA
"1358","BOL",1973,10.349122983386,NA,NA,NA,NA,NA,NA,NA
"1359","BOL",1974,17.1897783252582,NA,NA,NA,NA,NA,NA,NA
"1360","BOL",1975,11.034171938928,NA,NA,NA,NA,0,NA,0
"1361","BOL",1976,10.5602960044809,NA,NA,NA,NA,0,NA,0
"1362","BOL",1977,11.4594308923584,NA,NA,NA,NA,0,NA,0
"1363","BOL",1978,10.8438302661319,NA,NA,NA,NA,0,NA,0
"1364","BOL",1979,15.9564727959523,NA,NA,NA,NA,0,NA,0
"1365","BOL",1980,18.5775594101146,NA,NA,NA,NA,0,1,0
"1366","BOL",1981,11.5092071629788,NA,NA,NA,NA,0,NA,0
"1367","BOL",1982,12.2050152453334,NA,NA,NA,NA,0,NA,0
"1368","BOL",1983,10.5692602874315,NA,NA,NA,NA,0,1,0
"1369","BOL",1984,8.0152134065828,NA,NA,NA,NA,0,1,0
"1370","BOL",1985,7.80867707389655,NA,NA,NA,NA,0,1,0
"1371","BOL",1986,7.29364454960836,NA,NA,NA,NA,0,1,0
"1372","BOL",1987,7.26779544919904,NA,NA,NA,NA,0,1,0
"1373","BOL",1988,8.28825686580872,NA,NA,NA,NA,0,1,0
"1374","BOL",1989,9.87270057572973,NA,NA,NA,NA,0,1,0
"1375","BOL",1990,11.1309454462373,NA,NA,NA,NA,0,1,0
"1376","BOL",1991,7.41281950077919,NA,NA,NA,NA,0,1,0
"1377","BOL",1992,7.03708798932576,NA,NA,NA,NA,0,1,0
"1378","BOL",1993,6.97048800317409,NA,NA,NA,NA,0,1,0
"1379","BOL",1994,6.9693353181818,NA,NA,NA,NA,0,1,0
"1380","BOL",1995,7.25014246351028,NA,NA,NA,NA,0,1,0
"1381","BOL",1996,7.96735116297969,NA,NA,NA,NA,0,1,0
"1382","BOL",1997,6.82523313597214,NA,NA,NA,NA,0,1,0
"1383","BOL",1998,4.56524931993005,NA,NA,NA,NA,0,1,0
"1384","BOL",1999,4.08553494425709,NA,NA,NA,NA,0,1,0
"1385","BOL",2000,8.54995963447838,NA,NA,NA,NA,0,1,0
"1386","BOL",2001,10.2218357672486,NA,NA,NA,NA,0,1,0
"1387","BOL",2002,9.01698090415546,NA,NA,NA,NA,0,1,0
"1388","BOL",2003,15.5068810649081,NA,NA,NA,NA,0,1,0
"1389","BOL",2004,22.9460394197124,NA,NA,NA,NA,0,1,0
"1390","BOL",2005,38.6160786182856,NA,NA,NA,NA,0,1,0
"1391","BOL",2006,38.2637708615672,NA,NA,NA,NA,0,1,0
"1392","BOL",2007,36.6031732314624,NA,NA,NA,NA,0,1,0
"1393","BOL",2008,39.679912001121,NA,NA,NA,NA,0,1,0
"1394","BOL",2009,17.2179319026379,NA,NA,NA,NA,0,1,0
"1395","BOL",2010,19.4879484976289,NA,NA,NA,NA,0,1,0
"1396","BOL",2011,22.0502943352005,NA,NA,NA,NA,0,1,0
"1397","BOL",2012,18.261602841298,NA,NA,NA,NA,0,1,0
"1398","BOL",2013,16.0981105408171,NA,NA,NA,NA,NA,NA,NA
"1399","BOL",2014,NA,NA,NA,NA,NA,NA,NA,NA
"1400","BOL",2015,NA,NA,NA,NA,NA,NA,NA,NA
"1401","BRA",1960,NA,NA,NA,NA,NA,NA,NA,NA
"1402","BRA",1961,NA,NA,NA,NA,NA,NA,NA,NA
"1403","BRA",1962,NA,NA,NA,NA,NA,NA,NA,NA
"1404","BRA",1963,NA,NA,NA,NA,NA,NA,NA,NA
"1405","BRA",1964,NA,NA,NA,NA,NA,NA,NA,NA
"1406","BRA",1965,NA,NA,NA,NA,NA,NA,NA,NA
"1407","BRA",1966,NA,NA,NA,NA,NA,NA,NA,NA
"1408","BRA",1967,NA,NA,NA,NA,NA,NA,NA,NA
"1409","BRA",1968,NA,NA,NA,NA,NA,NA,NA,NA
"1410","BRA",1969,NA,NA,NA,NA,NA,NA,NA,NA
"1411","BRA",1970,3.23170144703131,NA,NA,NA,NA,NA,NA,NA
"1412","BRA",1971,2.8913401653297,NA,NA,NA,NA,NA,NA,NA
"1413","BRA",1972,2.69759047637384,NA,NA,NA,NA,NA,NA,NA
"1414","BRA",1973,3.05719662232541,NA,NA,NA,NA,NA,NA,NA
"1415","BRA",1974,3.28380511461427,NA,NA,NA,NA,NA,NA,NA
"1416","BRA",1975,3.66070989965197,NA,NA,NA,NA,0,1,0
"1417","BRA",1976,3.28481973084759,NA,NA,NA,NA,0,1,0
"1418","BRA",1977,3.44258846828131,NA,NA,NA,NA,0,1,0
"1419","BRA",1978,3.525125188309,NA,NA,NA,NA,0,1,0
"1420","BRA",1979,4.70235016561273,NA,NA,NA,NA,0,1,0
"1421","BRA",1980,5.45435370130777,NA,NA,NA,NA,0,1,0
"1422","BRA",1981,4.53307325837831,NA,NA,NA,NA,0,1,0
"1423","BRA",1982,5.39959282673973,NA,NA,NA,NA,0,1,0
"1424","BRA",1983,5.93090842267855,NA,NA,NA,NA,0,1,0
"1425","BRA",1984,5.51362447372777,NA,NA,NA,NA,0,1,0
"1426","BRA",1985,5.04256739397316,NA,NA,NA,NA,0,1,0
"1427","BRA",1986,3.51661068006516,NA,NA,NA,NA,0,1,0
"1428","BRA",1987,3.73984828170233,NA,NA,NA,NA,0,1,0
"1429","BRA",1988,3.10261996939269,NA,NA,NA,NA,0,1,0
"1430","BRA",1989,3.01498380023231,NA,NA,NA,NA,0,1,0
"1431","BRA",1990,3.48970207308432,NA,NA,NA,NA,0,1,0
"1432","BRA",1991,3.85582447832212,NA,NA,NA,NA,0,1,0
"1433","BRA",1992,3.93110845264041,NA,NA,NA,NA,0,1,0
"1434","BRA",1993,3.37400448360677,NA,NA,NA,NA,0,1,0
"1435","BRA",1994,2.55493930625006,NA,NA,NA,NA,0,1,0
"1436","BRA",1995,2.33855169056231,NA,NA,NA,NA,0,1,0
"1437","BRA",1996,2.15174141605842,NA,NA,NA,NA,0,1,0
"1438","BRA",1997,2.08028274881835,NA,NA,NA,NA,0,1,0
"1439","BRA",1998,1.97619094686506,NA,NA,NA,NA,0,1,0
"1440","BRA",1999,3.17708316930228,NA,NA,NA,NA,0,1,0
"1441","BRA",2000,3.52628309917374,NA,NA,NA,NA,0,1,0
"1442","BRA",2001,3.83482913203206,NA,NA,NA,NA,0,1,0
"1443","BRA",2002,4.80811938669646,NA,NA,NA,NA,0,1,0
"1444","BRA",2003,5.41312833828837,NA,NA,NA,NA,0,1,0
"1445","BRA",2004,5.38513154158025,NA,NA,NA,NA,0,1,0
"1446","BRA",2005,6.41484010740699,NA,NA,NA,NA,0,1,0
"1447","BRA",2006,6.67844120742985,NA,NA,NA,NA,0,1,0
"1448","BRA",2007,7.35851757889703,NA,NA,NA,NA,0,1,0
"1449","BRA",2008,8.00646101825024,NA,NA,NA,NA,0,1,0
"1450","BRA",2009,4.69243511270613,NA,NA,NA,NA,0,1,0
"1451","BRA",2010,6.10176609754569,NA,NA,NA,NA,0,1,0
"1452","BRA",2011,6.23806641397356,NA,NA,NA,NA,0,1,0
